#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
718	C3		C2752037	Atypical hemolytic-uremic syndrome 5	NCBI curation		612925	Feb 16 2016
718	C3		C1969651	Age-related macular degeneration 9	NCBI curation		611378	Feb 16 2016
718	C3		C3151071	Complement component 3 deficiency, autosomal recessive	NCBI curation		613779	Feb 16 2016
720	C4A		C1852692	Complement component 4a deficiency	NCBI curation		614380	Feb 16 2016
720	C4A		C1292315	Blood group, Chido/Rodgers system	NCBI curation		614374	Feb 16 2016
721	C4B		C3280641	Complement component 4b deficiency	MONDO	MONDO:0013720	614379	Apr 22 2020
727	C5		C0343047	Leiner disease			609536	Feb 16 2016
727	C5		C3810402	Eculizumab, poor response to	NCBI curation		615749	Feb 16 2016
729	C6		C2676232	Complement component 6 deficiency	NCBI curation		612446	Feb 16 2016
730	C7		C1864694	Complement component 7 deficiency	NCBI curation		610102	Feb 16 2016
731	C8A		C3151081	Type i complement component 8 deficiency	MONDO	MONDO:0013422	613790	Apr 22 2020
732	C8B		C3151080	Type II complement component 8 deficiency	MONDO	MONDO:0013421	613789	Apr 22 2020
157657	C8orf37		C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	Feb 16 2016
157657	C8orf37		C3281045	Cone-rod dystrophy 16	NCBI curation		614500	Feb 16 2016
157657	C8orf37		C4319932	Bardet-Biedl syndrome 21	NCBI curation		617406	Jun 21 2017
735	C9		C3151189	Complement component 9 deficiency	NCBI curation		613825	Feb 16 2016
735	C9		C3810042	Macular degeneration, age-related, 15	NCBI curation		615591	Aug 24 2016
203228	C9orf72		C3888102	Amyotrophic lateral sclerosis and/or frontotemporal dementia 1	NCBI curation		105550	Dec  5 2016
203228	C9orf72		C0002736	Amyotrophic lateral sclerosis	Human Phenotype Ontology	HP:0007354		Feb 16 2016
203228	C9orf72		C0002736	Amyotrophic lateral sclerosis	OMIM phenotypic series	PS105400		Feb 16 2016
771	CA12		C1840437	Hyperchlorhidrosis, isolated	NCBI curation		143860	Feb 16 2016
760	CA2		C0345407	Osteopetrosis with renal tubular acidosis			259730	Feb 16 2016
762	CA4		C1833245	Retinitis pigmentosa 17	NCBI curation		600852	Feb 16 2016
763	CA5A		C3810404	Carbonic anhydrase VA deficiency, hyperammonemia due to	NCBI curation		615751	Feb 16 2016
767	CA8		C2750509	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3	NCBI curation		613227	Feb 16 2016
51475	CABP2		C3888355	Deafness, autosomal recessive 93	NCBI curation		614899	Feb 16 2016
57010	CABP4		C4041558	Congenital stationary night blindness, type 2B	NCBI curation		610427	Feb 16 2016
773	CACNA1A		C0752124	Spinocerebellar ataxia type 6	MONDO	MONDO:0008457	183086	Apr 22 2020
773	CACNA1A		C1832884	Familial hemiplegic migraine type 1	NCBI curation		141500	Feb 16 2016
773	CACNA1A		C4310716	Epileptic encephalopathy, early infantile, 42	NCBI curation		617106	Jun 20 2017
773	CACNA1A		C1720416	Episodic ataxia type 2			108500	Feb 16 2016
774	CACNA1B		C5193128	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND NONEPILEPTIC HYPERKINETIC MOVEMENTS	OMIM	618497	618497	Jul 17 2019
775	CACNA1C		CN260585	Long QT syndrome 8	NCBI curation		618447	Jul 10 2019
775	CACNA1C		C1832916	Timothy syndrome	NCBI curation		601005	Feb 16 2016
775	CACNA1C		C2678478	Brugada syndrome 3	NCBI curation		611875	Jun 26 2020
776	CACNA1D		C3809609	Primary aldosteronism, seizures, and neurologic abnormalities	NCBI curation		615474	Feb 16 2016
776	CACNA1D		C3554018	Sinoatrial node dysfunction and deafness	NCBI curation		614896	Feb 16 2016
777	CACNA1E		C4748988	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69	OMIM	618285	618285	Jan 20 2019
778	CACNA1F		C1845407	X-linked cone-rod dystrophy 3	MONDO	MONDO:0010335	300476	Apr 22 2020
778	CACNA1F		C1848172	Congenital stationary night blindness, type 2A	NCBI curation		300071	Feb 16 2016
778	CACNA1F		C0268505	Ocular albinism, type II			300600	Feb 16 2016
8913	CACNA1G		C4225205	Spinocerebellar ataxia 42	NCBI curation		616795	Feb 16 2016
8913	CACNA1G		C4748120	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS	OMIM	618087	618087	Aug 16 2018
8912	CACNA1H		C2749872	Epilepsy, childhood absence 6	NCBI curation		611942	Feb 16 2016
8912	CACNA1H		C4310756	Hyperaldosteronism, familial, type IV	NCBI curation		617027	Aug 24 2016
779	CACNA1S		C3714580	Hypokalemic periodic paralysis 1	NCBI curation		170400	Feb 16 2016
779	CACNA1S		C1866077	Malignant hyperthermia, susceptibility to, 5	MONDO	MONDO:0011163	601887	Apr 22 2020
779	CACNA1S		C2749982	Thyrotoxic periodic paralysis, susceptibility to, 1	NCBI curation		188580	Jan 20 2020
9254	CACNA2D2		C5193132	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY	OMIM	618501	618501	Jul 24 2019
93589	CACNA2D4		C1864849	Retinal cone dystrophy 4	MONDO	MONDO:0012507	610478	Feb 16 2016
783	CACNB2		C2678477	Brugada syndrome 4	MONDO	MONDO:0012743	611876	Feb 16 2016
785	CACNB4		C2750887	Epilepsy, idiopathic generalized 9	NCBI curation		607682	Feb 16 2016
785	CACNB4		C1866039	Episodic ataxia, type 5	NCBI curation		613855	Feb 16 2016
10369	CACNG2		C3280284	Mental retardation, autosomal dominant 10	NCBI curation		614256	Feb 16 2016
790	CAD		C4225320	Epileptic encephalopathy, early infantile, 50	NCBI curation		616457	Jun 20 2017
799	CALCR		C0029458	Postmenopausal osteoporosis	NCBI curation		166710	Jul  6 2018
10203	CALCRL		C5231496	LYMPHATIC MALFORMATION 8	OMIM	618773	618773	Feb 14 2020
801	CALM1		C3554047	Ventricular tachycardia, catecholaminergic polymorphic, 4	NCBI curation		614916	Feb 16 2016
801	CALM1		C4015671	Long QT syndrome 14	NCBI curation		616247	Feb 16 2016
805	CALM2		C4015695	Long QT syndrome 15	NCBI curation		616249	Feb 16 2016
808	CALM3		CN263287	LONG QT SYNDROME 16	OMIM	618782	618782	Feb 21 2020
811	CALR		C3277671	Thrombocythemia 1	NCBI curation		187950	Dec 22 2019
811	CALR		C0001815	Myelofibrosis	Human Phenotype Ontology	HP:0011974	254450	Feb 16 2016
815	CAMK2A		C4748167	Intellectual disability, autosomal recessive 63	MONDO	MONDO:0054861	618095	Apr 17 2020
815	CAMK2A		C4540481	Intellectual disability, autosomal dominant 53	MONDO	MONDO:0030919	617798	Apr 17 2020
816	CAMK2B		C4540484	Intellectual disability, autosomal dominant 54	MONDO	MONDO:0030920	617799	Apr 17 2020
818	CAMK2G		C5193140	INTELLECTUAL DEVELOPMENTAL DISORDER 59	OMIM	618522	618522	Aug  1 2019
23261	CAMTA1		C3553661	Cerebellar ataxia, nonprogressive, with mental retardation	NCBI curation		614756	Feb 16 2016
124583	CANT1		C4540251	EPIPHYSEAL DYSPLASIA, MULTIPLE, 7	OMIM	617719	617719	Oct 16 2017
124583	CANT1		C4012146	Desbuquois dysplasia 1	NCBI curation		251450	Oct 23 2016
823	CAPN1		C4310800	Spastic paraplegia 76, autosomal recessive	NCBI curation		616907	Jun 22 2016
11132	CAPN10		C1832544	Diabetes mellitus, noninsulin-dependent, 1	NCBI curation		601283	Feb 16 2016
825	CAPN3		C4748295	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 4	OMIM	618129	618129	Sep 27 2018
825	CAPN3		C1869123	Limb-girdle muscular dystrophy, type 2A	NCBI curation		253600	Mar  6 2016
726	CAPN5		C0242852	Vitreoretinopathy, neovascular inflammatory	NCBI curation		193235	Feb 16 2016
84433	CARD11		C4539957	IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS	OMIM	617638	617638	Aug 24 2017
84433	CARD11		C3554686	Immunodeficiency 11	NCBI curation		615206	Aug 24 2016
84433	CARD11		C4551967	B-cell expansion with NFKB and T-cell anergy	NCBI curation		616452	Feb 16 2016
79092	CARD14		C1864497	Psoriasis susceptibility 2	NCBI curation		602723	Feb 16 2016
79092	CARD14		C0032027	Pityriasis rubra pilaris			173200	Feb 16 2016
64170	CARD9		C1859353	Candidiasis, familial, 2	NCBI curation		212050	Feb 16 2016
146206	CARMIL2		C4748304	Severe combined immunodeficiency due to CARMIL2 deficiency	MONDO	MONDO:0029134	618131	Apr 17 2020
833	CARS1		CN280942	MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME	OMIM	618891	618891	May 23 2020
79587	CARS2		C4225251	Combined oxidative phosphorylation deficiency 27	NCBI curation		616672	Feb 16 2016
9607	CARTPT		C0028754	Obesity	NCBI curation		601665	Feb 16 2016
8573	CASK		C2677903	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	NCBI curation		300749	Feb 16 2016
8573	CASK		C1845546	FG syndrome 4	MONDO	MONDO:0010318	300422	Feb 16 2016
8573	CASK		C2720289	Anemia, nonspherocytic hemolytic, due to G6PD deficiency	NCBI curation		300908	Feb 16 2016
843	CASP10		C0038356	Neoplasm of stomach	NCBI curation		613659	Feb 16 2016
843	CASP10		C1858968	Autoimmune lymphoproliferative syndrome, type 2A	NCBI curation		603909	Dec 24 2017
843	CASP10		C4721532	Non-Hodgkin lymphoma	Human Phenotype Ontology	HP:0012539	605027	Jul  6 2018
23581	CASP14		C4310621	Ichthyosis, congenital, autosomal recessive 12	NCBI curation		617320	Jun 20 2017
23581	CASP14		C0020758	Congenital ichthyosis of skin	NCBI curation			Feb 16 2016
841	CASP8		C0684249	Lung cancer	NCBI curation		211980	Feb 16 2016
841	CASP8		C1846545	Autoimmune lymphoproliferative syndrome type 2B	MONDO	MONDO:0011804	607271	Apr 22 2020
841	CASP8		C0006142	Familial cancer of breast	NCBI curation		114480	Feb 16 2016
841	CASP8		C2239176	Hepatocellular carcinoma	Human Phenotype Ontology	HP:0001402	114550	Feb 16 2016
844	CASQ1		C4015624	Myopathy, vacuolar, with casq1 aggregates	NCBI curation		616231	Feb 16 2016
845	CASQ2		C2677794	Ventricular tachycardia, catecholaminergic polymorphic, 2	NCBI curation		611938	Feb 16 2016
845	CASQ2		C4053736	Catecholaminergic polymorphic ventricular tachycardia type 1	NCBI curation		604772	Oct 13 2017
846	CASR		C0342637	Hypocalciuric hypercalcemia, familial, type 1	NCBI curation		145980	Feb 16 2016
846	CASR		C0342345	Hypocalcemia, autosomal dominant 1	NCBI curation		601198	Feb 16 2016
846	CASR		C2752062	Epilepsy, idiopathic generalized 8	NCBI curation		612899	Feb 16 2016
846	CASR		C1832615	Neonatal severe hyperparathyroidism	NCBI curation		239200	Mar 24 2016
831	CAST		C4225381	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads	NCBI curation		616295	Feb 16 2016
847	CAT		C0268419	Acatalasia	MONDO	MONDO:0013571	614097	Apr 17 2020
117144	CATSPER1		C2751811	Spermatogenic failure 7	MONDO	MONDO:0013070	612997	Apr 22 2020
117155	CATSPER2		C2751811	Spermatogenic failure 7	MONDO	MONDO:0013070	612997	Apr 22 2020
117155	CATSPER2		C1970187	Deafness-infertility syndrome	NCBI curation		611102	May 27 2016
857	CAV1		C2675861	Lipodystrophy, congenital generalized, type 3	NCBI curation		612526	Feb 16 2016
857	CAV1		C3809192	Primary pulmonary hypertension 3	NCBI curation		615343	Feb 16 2016
857	CAV1		C3807567	Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome	NCBI curation		606721	Aug 24 2016
859	CAV3		C3280443	Distal myopathy, Tateyama type	NCBI curation		614321	Feb 16 2016
859	CAV3		C2678485	Long QT syndrome 9	MONDO	MONDO:0012736	611818	Feb 16 2016
859	CAV3		C1832560	Rippling muscle disease 2	NCBI curation		606072	Jan  5 2020
859	CAV3		C0241005	Elevated serum creatine phosphokinase	Human Phenotype Ontology	HP:0003236	123320	Apr  4 2018
859	CAV3		C3495498	Familial hypertrophic cardiomyopathy 1	NCBI curation		192600	Feb 16 2016
284119	CAVIN1		C2750069	Lipodystrophy, congenital generalized, type 4	NCBI curation		613327	Feb 16 2016
865	CBFB		C0023467	Acute myeloid leukemia	Human Phenotype Ontology	HP:0004808	601626	Feb 16 2016
865	CBFB		C0023467	Acute myeloid leukemia	Orphanet	ORPHA519	601626	Feb 16 2016
867	CBL		C0349639	Juvenile myelomonocytic leukemia	Human Phenotype Ontology	HP:0012209	607785	Feb 16 2016
867	CBL		C0349639	Juvenile myelomonocytic leukemia	Human Phenotype Ontology	HP:0012209	607785	Feb 16 2016
867	CBL		C3150803	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	NCBI curation		613563	Feb 16 2016
867	CBL		C3150803	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	NCBI curation		613563	Feb 16 2016
2694	CBLIF		C1394891	Intrinsic factor deficiency	NCBI curation		261000	Feb 16 2016
875	CBS		C0751202	Classic homocystinuria	MONDO	MONDO:0009352	236200	Apr 17 2020
84733	CBX2		C2751317	46,XY sex reversal, type 5	NCBI curation		613080	Feb 16 2016
54862	CC2D1A		C1838023	Mental retardation, autosomal recessive 3	NCBI curation		608443	Feb 16 2016
57545	CC2D2A		C2676788	Joubert syndrome 9	NCBI curation		612285	Feb 16 2016
57545	CC2D2A		C1857662	Joubert syndrome with hepatic defect	MONDO	MONDO:0008996	216360	Apr 17 2020
57545	CC2D2A		C2676790	Meckel syndrome type 6	NCBI curation		612284	Feb 16 2016
147372	CCBE1		C4012050	Hennekam lymphangiectasia-lymphedema syndrome 1	NCBI curation		235510	Feb  1 2020
388389	CCDC103		C3542550	Ciliary dyskinesia, primary, 17	NCBI curation		614679	Feb 16 2016
93233	CCDC114		C3540844	Ciliary dyskinesia, primary, 20	NCBI curation		615067	Feb 16 2016
84317	CCDC115		C4225191	CCDC115-CDG	MONDO	MONDO:0014789	616828	Apr 17 2020
285025	CCDC141		C0342384	Hypogonadotropic hypogonadism 7 with or without anosmia	NCBI curation		146110	Mar  6 2016
115948	CCDC151		C4015016	Ciliary dyskinesia, primary, 30	NCBI curation		616037	Feb 16 2016
51244	CCDC174		C4225196	Hypotonia, infantile, with psychomotor retardation	NCBI curation		616816	May 26 2016
28952	CCDC22		C4225419	Ritscher-schinzel syndrome 2	NCBI curation		300963	Feb 16 2016
79140	CCDC28B		C2936862	Bardet-Biedl syndrome 1	MONDO	MONDO:0008854	209900	Feb 16 2016
339829	CCDC39		C3151136	Ciliary dyskinesia, primary, 14	NCBI curation		613807	Feb 16 2016
55036	CCDC40		C3151137	Ciliary dyskinesia, primary, 15	NCBI curation		613808	Feb 16 2016
57003	CCDC47		C4748898	Trichohepatoneurodevelopmental syndrome	NCBI curation		618268	Jan  4 2019
152137	CCDC50		C1843895	Deafness, autosomal dominant 44	NCBI curation		607453	Feb 16 2016
85478	CCDC65		C3809701	Ciliary dyskinesia, primary, 27	NCBI curation		615504	Feb 16 2016
124093	CCDC78		C3553709	Myopathy, centronuclear, 4	NCBI curation		614807	Feb 16 2016
83987	CCDC8		C3280146	Three M syndrome 3	NCBI curation		614205	Feb 16 2016
55704	CCDC88A		C1850056	PEHO-like syndrome	NCBI curation		617507	Jun 22 2017
440193	CCDC88C		C3887608	Congenital hydrocephalus 1	NCBI curation		236600	Sep 27 2018
440193	CCDC88C		C4518336	Spinocerebellar ataxia 40	NCBI curation	SCA40	616053	Jul 13 2018
6356	CCL11		C1836230	Human immunodeficiency virus type 1, susceptibility to	NCBI curation		609423	Feb 16 2016
6356	CCL11		C1869116	Asthma, susceptibility to	NCBI curation		600807	Feb 16 2016
6347	CCL2		C1836230	Human immunodeficiency virus type 1, susceptibility to	NCBI curation		609423	Feb 16 2016
6347	CCL2		C1834752	Mycobacterium tuberculosis, susceptibility to	NCBI curation		607948	Feb 16 2016
6347	CCL2		C3891448	Neural tube defect	Human Phenotype Ontology	HP:0045005	182940	Feb 16 2016
6348	CCL3		C1836230	Human immunodeficiency virus type 1, susceptibility to	NCBI curation		609423	Feb 16 2016
6349	CCL3L1		C1836230	Human immunodeficiency virus type 1, susceptibility to	NCBI curation		609423	Feb 16 2016
83605	CCM2		C1864041	Cerebral cavernous malformations 2	NCBI curation		603284	Feb 16 2016
8838	CCN6		C0432215	Progressive pseudorheumatoid dysplasia			208230	Feb 16 2016
595	CCND1		C0026764	Multiple myeloma	Human Phenotype Ontology	HP:0006775	254500	Feb 16 2016
595	CCND1		C1527249	Colorectal cancer	NCBI curation		114500	Feb 16 2016
595	CCND1		C0019562	Von Hippel-Lindau syndrome			193300	Feb 16 2016
894	CCND2		C4014742	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	NCBI curation		615938	Feb 16 2016
8812	CCNK		C4748381	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES	OMIM	618147	618147	Oct 18 2018
10309	CCNO		C4014534	Ciliary dyskinesia, primary, 29	NCBI curation		615872	Feb 16 2016
92002	CCNQ		C2678045	Syndactyly-telecanthus-anogenital and renal malformations syndrome	MONDO	MONDO:0010408	300707	Apr 17 2020
1234	CCR5		CN077994	Maraviroc response	NCBI curation			Feb 16 2016
1234	CCR5		C2675864	Diabetes mellitus, insulin-dependent, 22	NCBI curation		612522	Feb 16 2016
1234	CCR5		C1835407	Hepatitis c virus, susceptibility to	NCBI curation		609532	Feb 16 2016
1234	CCR5		C1835867	West nile virus, susceptibility to	NCBI curation		610379	Feb 16 2016
22948	CCT5		C1850395	Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive	NCBI curation		256840	Feb 16 2016
977	CD151		C1836823	Nephropathy with pretibial epidermolysis bullosa and deafness	NCBI curation		609057	Feb 16 2016
977	CD151		C1867341	RAPH BLOOD GROUP SYSTEM	OMIM	179620	179620	Feb 16 2016
8763	CD164		C4283893	Deafness, autosomal dominant 66	NCBI curation		616969	Jul  5 2016
930	CD19		C3150354	Common variable immunodeficiency 2	NCBI curation		240500	Feb 16 2016
930	CD19		C3150738	Common variable immunodeficiency 3	NCBI curation		613493	Feb 16 2016
50489	CD207		C3150657	Birbeck granule deficiency	NCBI curation		613393	Feb 16 2016
30835	CD209		C3280582	Dengue virus, susceptibility to	NCBI curation		614371	Feb 16 2016
30835	CD209		C1836230	Human immunodeficiency virus type 1, susceptibility to	NCBI curation		609423	Feb 16 2016
30835	CD209		C1834752	Mycobacterium tuberculosis, susceptibility to	NCBI curation		607948	Feb 16 2016
51744	CD244		C0003873	Rheumatoid arthritis	Human Phenotype Ontology	HP:0001370	180300	Jul 22 2019
919	CD247		C1857798	Immunodeficiency due to defect in cd3-zeta	NCBI curation		610163	Feb 16 2016
939	CD27		C3554540	Lymphoproliferative syndrome 2	NCBI curation		615122	Feb 16 2016
23607	CD2AP		C1842982	Focal segmental glomerulosclerosis 3, susceptibility to	NCBI curation		607832	Feb 16 2016
51293	CD320		C3150900	Methylmalonic aciduria due to transcobalamin receptor defect	NCBI curation		613646	Feb 16 2016
948	CD36		C1970441	Coronary heart disease 7	NCBI curation		610938	Feb 16 2016
948	CD36		C1970028	Susceptibility to malaria	NCBI curation		611162	Feb 16 2016
948	CD36		C1842090	Platelet glycoprotein IV deficiency	NCBI curation		608404	Feb 16 2016
915	CD3D		C3810147	Immunodeficiency 19	NCBI curation		615617	Feb 16 2016
916	CD3E		C3810127	Immunodeficiency 18	NCBI curation		615615	Feb 16 2016
917	CD3G		C3810107	Immunodeficiency 17	NCBI curation		615607	Feb 16 2016
917	CD3G		C1861297	Immunodeficiency due to defect in CD3-gamma	NCBI curation			Feb 16 2016
920	CD4		C3151379	Okt4 epitope deficiency	NCBI curation		613949	Feb 16 2016
958	CD40		C1720957	Hyper-IgM syndrome type 3	MONDO	MONDO:0011735	606843	Apr 22 2020
959	CD40LG		C0398689	X-linked hyper-IgM syndrome	MONDO	MONDO:0010626	308230	Apr 22 2020
960	CD44		C1292298	INDIAN BLOOD GROUP SYSTEM	OMIM	609027	609027	Feb 16 2016
4179	CD46		C2752040	Atypical hemolytic-uremic syndrome 2	NCBI curation		612922	Feb 16 2016
1604	CD55		C4538570	Protein-losing enteropathy (disease)	MONDO	MONDO:0009174	226300	Apr 17 2020
1604	CD55		C1292305	Cromer blood group system	NCBI curation		613793	Feb 16 2016
966	CD59		C2676767	CD59-mediated hemolytic anemia with or without immune-mediated polyneuropathy	NCBI curation		612300	Sep 16 2018
970	CD70		C4748863	Severe combined immunodeficiency due to CD70 deficiency	MONDO	MONDO:0034054	618261	Apr 17 2020
973	CD79A		C3150751	Agammaglobulinemia 3, autosomal recessive	NCBI curation		613501	Feb 16 2016
974	CD79B		C3150207	Agammaglobulinemia 6, autosomal recessive	NCBI curation		612692	Feb 16 2016
975	CD81		C3150741	Common variable immunodeficiency 6	NCBI curation		613496	Feb 16 2016
925	CD8A		C1837065	Cd8 deficiency, familial	NCBI curation		608957	Feb 16 2016
10225	CD96		C0796095	C syndrome	MONDO	MONDO:0008893	211750	Feb 16 2016
146059	CDAN1		C0271933	Congenital dyserythropoietic anemia, type I			224120	Feb 16 2016
8556	CDC14A		C1837608	Deafness, autosomal recessive 32	NCBI curation		608653	Feb 16 2016
998	CDC42		C4225222	Takenouchi-Kosaki syndrome	NCBI curation		616737	Feb 16 2016
8318	CDC45		C4310738	Meier-gorlin syndrome 7	NCBI curation		617063	Aug 24 2016
990	CDC6		C3151126	Meier-Gorlin syndrome 5	NCBI curation		613805	Feb 16 2016
79577	CDC73		C1704981	Hyperparathyroidism 2	NCBI curation		145001	Feb 16 2016
79577	CDC73		C1840402	Hyperparathyroidism 1	NCBI curation		145000	Feb 16 2016
79577	CDC73		C0687150	Parathyroid carcinoma	Human Phenotype Ontology	HP:0006780	608266	Feb 16 2016
83879	CDCA7		C4310799	Immunodeficiency-centromeric instability-facial anomalies syndrome 3	NCBI curation		616910	May 26 2016
999	CDH1		C4551988	Blepharocheilodontic syndrome 1	NCBI curation		119580	Dec 28 2019
999	CDH1		C0919267	Neoplasm of ovary	NCBI curation		167000	Feb 16 2016
999	CDH1		C0006142	Familial cancer of breast	NCBI curation		114480	Feb 16 2016
999	CDH1		C0376358	Malignant tumor of prostate	NCBI curation		176807	Feb 16 2016
999	CDH1		C1708349	Hereditary diffuse gastric cancer	NCBI curation		137215	Feb 16 2016
999	CDH1		C0476089	Endometrial carcinoma	Human Phenotype Ontology	HP:0012114	608089	Feb 16 2016
1009	CDH11		C0809936	Brachioskeletogenital syndrome			211380	Feb 16 2016
1013	CDH15		C2675488	Mental retardation, autosomal dominant 3	NCBI curation		612580	Feb 16 2016
1000	CDH2		CN283234	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 14	OMIM	618920	618920	Jun 25 2020
1000	CDH2		CN283241	AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME	OMIM	618929	618929	Jun 28 2020
64072	CDH23		C1832845	Usher syndrome type 1D	MONDO	MONDO:0010984	601067	Apr 22 2020
64072	CDH23		C1832394	Deafness, autosomal recessive 12	NCBI curation		601386	Feb 16 2016
64072	CDH23		C4539685	PITUITARY ADENOMA 5, MULTIPLE TYPES	OMIM	617540	617540	Sep 28 2017
1001	CDH3		C1857041	EEM syndrome			225280	Feb 16 2016
1001	CDH3		C1832162	Congenital hypotrichosis with juvenile macular dystrophy	MONDO	MONDO:0011107	601553	Apr 22 2020
92211	CDHR1		C3150912	Cone-rod dystrophy 15	NCBI curation		613660	Feb 16 2016
84529	CDIN1		C3810185	Congenital dyserythropoietic anemia type type 1B	MONDO	MONDO:0014285	615631	Apr 22 2020
8558	CDK10		C4540156	AL KAISSI SYNDROME	OMIM	617694	617694	Oct  1 2017
8621	CDK13		C4479246	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	NCBI curation		617360	Jun 20 2017
23097	CDK19		CN283238	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 87	OMIM	618916	618916	Jun 27 2020
1019	CDK4		C1836892	Cutaneous malignant melanoma 3	NCBI curation		609048	Feb 16 2016
1020	CDK5		C4225359	Lissencephaly 7 with cerebellar hypoplasia	NCBI curation		616342	Feb 16 2016
55755	CDK5RAP2		C1858108	Primary autosomal recessive microcephaly 3	NCBI curation		604804	Feb 16 2016
1021	CDK6		C4015156	Primary autosomal recessive microcephaly 12	NCBI curation		616080	Feb 16 2016
1024	CDK8		C5231489	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES	OMIM	618748	618748	Jan 29 2020
6792	CDKL5		C4750718	Early infantile epileptic encephalopathy 2	NCBI curation		300672	Feb 16 2016
6792	CDKL5		CN128785	Angelman syndrome-like	NCBI curation			Feb 16 2016
1027	CDKN1B		C1970712	Multiple endocrine neoplasia, type 4	NCBI curation		610755	Feb 16 2016
1028	CDKN1C		C0004903	Beckwith-Wiedemann syndrome			130650	Feb 16 2016
1028	CDKN1C		C1846009	Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies	NCBI curation		614732	Feb 16 2016
1029	CDKN2A		C1835042	Melanoma and neural system tumor syndrome	MONDO	MONDO:0007967	155755	Apr 17 2020
1029	CDKN2A		C1835044	Cutaneous malignant melanoma 2	NCBI curation		155601	Feb 16 2016
1029	CDKN2A		C1838547	Melanoma-pancreatic cancer syndrome	NCBI curation		606719	Feb 16 2016
50937	CDON		C3280215	Holoprosencephaly 11	NCBI curation		614226	Feb 16 2016
1041	CDSN		C1840299	Hypotrichosis 2	NCBI curation		146520	Feb 16 2016
1041	CDSN		C1849193	Peeling skin syndrome 1	NCBI curation		270300	Jan 10 2020
81620	CDT1		C3151120	Meier-Gorlin syndrome 4	NCBI curation		613804	Feb 16 2016
9085	CDY1		C1839071	Spermatogenic failure, Y-linked 2	NCBI curation		415000	Feb 16 2016
9426	CDY2A		C1839071	Spermatogenic failure, Y-linked 2	NCBI curation		415000	Feb 16 2016
388551	CEACAM16		C3281297	Deafness, autosomal dominant 4b	NCBI curation		614614	Feb 16 2016
388551	CEACAM16		C5193079	DEAFNESS, AUTOSOMAL RECESSIVE 113	OMIM	618410	618410	May  2 2019
1050	CEBPA		C0023467	Acute myeloid leukemia	Human Phenotype Ontology	HP:0004808	601626	Feb 16 2016
1050	CEBPA		C0023467	Acute myeloid leukemia	Orphanet	ORPHA519	601626	Feb 16 2016
1053	CEBPE		C4551556	Specific granule deficiency 1	NCBI curation		245480	Feb  2 2020
1056	CEL		C1853297	Maturity-onset diabetes of the young type 8	MONDO	MONDO:0012348	609812	Apr 22 2020
1062	CENPE		C4015080	Primary autosomal recessive microcephaly 13	NCBI curation		616051	Feb 16 2016
1063	CENPF		C1855705	Stromme syndrome	NCBI curation		243605	Aug 24 2016
55835	CENPJ		C1842109	Primary autosomal recessive microcephaly 6	NCBI curation		608393	Feb 16 2016
55835	CENPJ		C3888212	Seckel syndrome 4	NCBI curation		613676	Feb 16 2016
80152	CENPT		C5231467	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES	OMIM	618702	618702	Dec 18 2019
9731	CEP104		C4084842	Joubert syndrome 25	NCBI curation		616781	Feb 16 2016
153241	CEP120		C4540355	JOUBERT SYNDROME 31	OMIM	617761	617761	Nov  8 2017
153241	CEP120		C4225378	Short-rib thoracic dysplasia 13 with or without polydactyly	NCBI curation		616300	Feb 16 2016
9662	CEP135		C3553414	Primary autosomal recessive microcephaly 8	NCBI curation		614673	Feb 16 2016
